"Company","Model","Ex-Showroom_Price","Fuel_Type","City_Mileage","Fuel_Tank_Capacity","Seating_Capacity","Type","Handbrake","Doors","Speedometer","Odometer","Gears","Engine_Size","CO2_Emissions","Displacement","Cylinders","Bluetooth","Seats_Material","Body_Type","FM_Radio","Parking_Assistance"
"Tata","Nexon","Rs. 11,00,000","Diesel","","44 litres","5","Manual","","5","Analog","Analog","","2","232","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 11,20,000","Diesel","","44 litres","5","Manual","","5","Analog","Analog","","2.4","230","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 11,90,000","Diesel","","44 litres","5","Manual","","5","Analog","Analog","","2","242","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 12,10,000","Diesel","","44 litres","5","Manual","","5","Analog","Analog","","2.4","244","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 9,80,000","Diesel","","44 litres","5","Automatic","","5","Analog","Analog","","1.6","177","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Tata","Nexon","Rs. 11,60,000","Diesel","","44 litres","5","Automatic","","5","Analog","Analog","","1.6","184","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 11,80,000","Diesel","","44 litres","5","Automatic","","5","Analog","Analog","","1.6","202","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 12,50,000","Diesel","","44 litres","5","Automatic","","5","Analog","Analog","","1.6","196","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Tata","Nexon","Rs. 12,70,000","Diesel","","44 litres","5","Automatic","","5","Analog","Analog","","3.7","235","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Fiat","Linea","Rs. 7,15,860","Petrol","11,3 km/litre","45 litres","5","Manual","Manual","4","Analog","Digital","5","3.7","248","1368 cc","4","","Fabric","Sedan","Yes",""
"Fiat","Linea","Rs. 8,62,175","Diesel","17.2 km/litre","45 litres","5","Manual","Manual","4","Analog","Digital","5","3.5","172","1248 cc","4","","Fabric","Sedan","Yes",""
"Fiat","Linea","Rs. 9,32,025","Diesel","17.2 km/litre","45 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","189","1248 cc","4","","Fabric","Sedan","Yes","Rear sensors"
"Fiat","Linea","Rs. 9,91,434","Diesel","17.2 km/litre","45 litres","5","Manual","Manual","4","Analog","Digital","5","3.7","265","1248 cc","4","Yes","Leather","Sedan","Yes",""
"Fiat","Linea","Rs. 9,97,763","Petrol","11,3 km/litre","45 litres","5","Manual","Manual","4","Analog","Digital","5","3.7","269","1368 cc","4","","Leather","Sedan","Yes","Rear sensors"
"Mahindra","Bolero Power Plus","Rs. 8,86,398","Diesel","12.4 km/litre","60 litres","7","Manual","Manual","5","Digital","Digital","5","3.7","283","1493 cc","4","Yes","Fabric","SUV","Yes",""
"Mahindra","Bolero Power Plus","Rs. 8,51,302","Diesel","12.4 km/litre","60 litres","7","Manual","Manual","5","Digital","Digital","5","3.7","255","1493 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Bolero Power Plus","Rs. 7,85,656","Diesel","12.4 km/litre","60 litres","7","Manual","Manual","5","Digital","Digital","5","3.7","267","1493 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Bolero Power Plus","Rs. 7,49,192","Diesel","12.4 km/litre","60 litres","7","Manual","Manual","5","Digital","Digital","5","3.7","253","1493 cc","4","","Fabric","SUV","Yes","Rear sensors"
"Mahindra","Bolero Power Plus","Rs. 8,59,497","Diesel","9.4 km/litre","60 litres","7","Manual","Manual","5","","","5","5.6","283","2523 cc","4","","Fabric","SUV","Yes","Rear sensors with camera"
"Mahindra","Bolero Power Plus","Rs. 8,19,117","Diesel","12.4 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3.7","267","2523 cc","4","","Fabric","SUV","Yes","Rear sensors with camera"
"Maruti Suzuki","Vitara Brezza","Rs. 7,62,742","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","5.6","294","1248 cc","4","Yes","Fabric","SUV","Yes",""
"Maruti Suzuki","Vitara Brezza","Rs. 8,14,742","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","175","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Maruti Suzuki","Vitara Brezza","Rs. 8,92,243","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","3.7","271","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Maruti Suzuki","Vitara Brezza","Rs. 9,87,743","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","244","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Maruti Suzuki","Vitara Brezza","Rs. 10,03,552","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","253","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Maruti Suzuki","Vitara Brezza","Rs. 10,37,742","Diesel","20 km/litre","48 litres","5","Manual","Manual","5","Analog","Digital","5","2.5","196","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Maruti Suzuki","Vitara Brezza","Rs. 8,64,742","Diesel","20 km/litre","48 litres","5","Automatic","Manual","5","Analog","Digital","5","3.7","294","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Maruti Suzuki","Vitara Brezza","Rs. 9,42,243","Diesel","20 km/litre","48 litres","5","Automatic","Manual","5","Analog","Digital","5","5","334","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Maruti Suzuki","Vitara Brezza","Rs. 10,59,742","Diesel","20 km/litre","48 litres","5","Automatic","Manual","5","Analog","Digital","5","5.6","345","1248 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Hyundai","I20 Active","Rs. 7,74,035","Petrol","15 km/litre","40 litres","5","Manual","Manual","5","Analog, Digital","Digital","5","3","237","1197 cc","4","Yes","Fabric","Hatchback","Yes","Rear sensors with camera"
"Hyundai","I20 Active","Rs. 8,58,536","Petrol","15 km/litre","40 litres","5","Manual","Manual","5","Analog","Digital","6","3","244","1197 cc","4","Yes","Leather","Hatchback","Yes","Rear sensors with camera"
"Hyundai","I20 Active","Rs. 8,82,298","Petrol","15 km/litre","40 litres","5","Manual","Manual","5","Analog","Digital","6","5","294","1197 cc","4","Yes","Leather","Hatchback","Yes","Rear sensors with camera"
"Hyundai","I20 Active","Rs. 9,93,393","Diesel","21.19 km/litre","40 litres","5","Manual","Manual","5","Analog","Digital","6","2","242","1396 cc","4","Yes","Leather","Hatchback","Yes","Rear sensors with camera"
"Ford","Ecosport","Rs. 7,91,000","Petrol","","52 litres","5","Manual","Manual","5","Analog","Digital","5","3","281","1497 cc","3","Yes","Fabric","SUV","Yes",""
"Ford","Ecosport","Rs. 8,71,000","Petrol","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","306","1497 cc","3","Yes","Fabric","SUV","Yes",""
"Ford","Ecosport","Rs. 9,50,000","Petrol","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","290","1497 cc","3","Yes","Fabric","SUV","Yes","Rear sensors"
"Ford","Ecosport","Rs. 11,30,000","Petrol","","52 litres","5","Automatic","Manual","5","Analog","Digital","6","5","306","1497 cc","3","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Ford","Ecosport","Rs. 8,41,000","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","3","285","1498 cc","4","Yes","Fabric","SUV","Yes",""
"Ford","Ecosport","Rs. 9,21,000","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","306","1498 cc","4","Yes","Fabric","SUV","Yes",""
"Ford","Ecosport","Rs. 9,99,900","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","280","1498 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Ford","Ecosport","Rs. 10,90,000","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","3","285","1498 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Ford","Ecosport","Rs. 9,99,900","Petrol","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","306","1497 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Ford","Ecosport","Rs. 11,45,000","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","280","1498 cc","3","Yes","Fabric","SUV","Yes","Rear sensors"
"Ford","Ecosport","Rs. 9,99,900","Petrol","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","306","1497 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Ford","Ecosport","Rs. 10,90,000","Diesel","","52 litres","5","Manual","Manual","5","Analog","Digital","5","5","306","1498 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Renault","Duster","Rs. 7,99,990","Petrol","10.2 km/litre","50 litres","5","Manual","Manual","5","Analog","Digital","5","5","301","1498 cc","4","","Fabric","SUV","Yes","Rear sensors"
"Renault","Duster","Rs. 9,19,990","Petrol","10 km/litre","50 litres","5","Manual","Manual","5","Analog","Digital","5","5","290","1498 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Renault","Duster","Rs. 9,99,990","Petrol","10 km/litre","50 litres","5","CVT","Manual","5","Analog","Digital","6","5","315","1498 cc","4","Yes","Fabric","SUV","Yes","Front and rear sensors with camera"
"Renault","Duster","Rs. 9,29,990","Diesel","16 km/litre","50 litres","5","Manual","Manual","5","Analog","Digital","5","5","310","1461 cc","4","","Fabric","SUV","Yes","Rear sensors"
"Renault","Duster","Rs. 9,99,990","Diesel","16 km/litre","50 litres","5","Manual","Manual","5","Analog","Digital","5","5","315","1461 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Renault","Duster","Rs. 11,19,990","Diesel","16 km/litre","50 litres","5","Automatic","Manual","5","Analog","Digital","6","5","310","1461 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Renault","Duster","Rs. 12,09,990","Diesel","16 km/litre","50 litres","5","Automatic","Manual","5","Analog","Digital","6","2.4","218","1461 cc","4","Yes","Fabric","SUV","Yes","Front and rear sensors with camera"
"Renault","Duster","Rs. 12,49,990","Diesel","16 km/litre","50 litres","5","Automatic","Manual","5","Analog","Digital","6","3.2","242","1461 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Renault","Duster","Rs. 12,49,990","Diesel","16 km/litre","50 litres","5","Automatic","Manual","5","Analog","Digital","6","2.4","230","1461 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Hyundai","Verna","Rs. 9,99,900","Petrol","","45 litres","5","Manual","Manual","4","Analog","Digital","5","3.2","248","1591 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 11,72,544","Diesel","19.9 km/litre","45 litres","5","Manual","Manual","4","Analog","Analog","6","2.4","232","1582 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 13,01,881","Diesel","19.9 km/litre","45 litres","5","Manual","Manual","4","Analog","Digital","4","3.2","253","1582 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 11,72,999","Petrol","","45 litres","5","Manual","Manual","4","Analog","Digital","5","2.4","251","1591 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 13,28,545","Diesel","14 km/litre","45 litres","5","Automatic","Manual","4","Analog","Digital","4","3.2","267","1582 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 12,87,999","Petrol","","45 litres","5","Automatic","Manual","4","Analog","Digital","4","2","225","1591 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 9,33,182","Petrol","","45 litres","5","Manual","Manual","4","Analog","Digital","5","2","209","1396 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 8,17,867","Petrol","","45 litres","5","Manual","Manual","4","Analog","Digital","5","2.4","225","1396 cc","4","","Fabric","Sedan","Yes",""
"Hyundai","Verna","Rs. 11,78,894","Petrol","","45 litres","5","Manual","Manual","4","Analog","Digital","5","2.4","216","1591 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 11,62,875","Petrol","","45 litres","5","Automatic","Manual","4","Analog","Digital","6","2.4","235","1591 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 14,07,871","Diesel","14 km/litre","45 litres","5","Automatic","Manual","4","Analog","Digital","6","2.4","216","1582 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Hyundai","Verna","Rs. 9,42,867","Diesel","","45 litres","5","Manual","Manual","4","Analog","Digital","5","2.4","255","1396 cc","4","","Fabric","Sedan","Yes",""
"Hyundai","Verna","Rs. 9,99,900","Diesel","","45 litres","5","Manual","Manual","4","Analog","Digital","5","5.7","340","1396 cc","4","Yes","Fabric","Sedan","Yes","Rear sensors with camera"
"Mahindra","Xuv300","Rs. 8,30,127","Petrol","","42 litres","5","Manual","Manual","5","Yes","Yes","6","3","267","1197 cc","","","Fabric","SUV","Yes",""
"Mahindra","Xuv300","Rs. 9,15,128","Petrol","","42 litres","5","Manual","Manual","5","Yes","Yes","6","3.6","278","1197 cc","","Yes","Fabric","SUV","Yes",""
"Mahindra","Xuv300","Rs. 10,60,129","Petrol","","42 litres","5","Manual","Manual","5","Yes","Yes","6","3.6","250","1197 cc","","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mahindra","Xuv300","Rs. 11,84,129","Petrol","","42 litres","5","Manual","Manual","5","Yes","Yes","6","6.4","363","1197 cc","","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Mahindra","Xuv300","Rs. 8,69,131","Diesel","","42 litres","5","Manual","Manual","5","Yes","Yes","6","2","225","1497 cc","","","Fabric","SUV","Yes","Rear sensors"
"Mahindra","Xuv300","Rs. 9,50,131","Diesel","","42 litres","5","Manual","Manual","5","Yes","Yes","6","2","209","1497 cc","","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mahindra","Xuv300","Rs. 10,95,129","Diesel","","42 litres","5","Manual","Manual","5","Yes","Yes","6","2.4","225","1497 cc","","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mahindra","Xuv300","Rs. 12,14,130","Diesel","","42 litres","5","Manual","Manual","5","Yes","Yes","6","2.4","216","1497 cc","","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Mahindra","Xuv300","Rs. 11,49,800","Diesel","","42 litres","5","Automatic","Manual","5","Yes","Yes","6","2.4","235","1497 cc","","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mahindra","Xuv300","Rs. 12,69,131","Diesel","","42 litres","5","Automatic","Manual","5","Yes","Yes","6","2.4","216","1497 cc","","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Mahindra","Xuv300","Rs. 9,99,000","Diesel","","42 litres","5","AMT","Manual","5","Yes","Yes","6","2.4","255","1497 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Renault","Lodgy","Rs. 8,63,299","Diesel","21.04 km/litre","50 litres","8","Manual","Manual","4","Analog","Digital","5","3.6","294","1461 cc","4","","Fabric","MUV","Yes",""
"Renault","Lodgy","Rs. 9,64,199","Diesel","21.04 km/litre","50 litres","8","Manual","Manual","4","Analog","Digital","5","3.6","294","1461 cc","4","","Fabric","MUV","Yes",""
"Renault","Lodgy","Rs. 12,11,599","Diesel","21.04 km/litre","50 litres","","Manual","Manual","4","Analog","Digital","6","3.6","308","1461 cc","4","Yes","Leather","MUV","Yes","Rear sensors with camera"
"Renault","Lodgy","Rs. 12,11,599","Diesel","21.04 km/litre","50 litres","7","Manual","Manual","4","Analog","Digital","6","3.6","308","1461 cc","4","Yes","Leather","MUV","Yes","Rear sensors with camera"
"Renault","Lodgy","Rs. 10,53,899","Diesel","21.04 km/litre","50 litres","8","Manual","Manual","4","Analog","Digital","5","3.3","251","1461 cc","4","Yes","Leather","MUV","Yes","Rear sensors with camera"
"Renault","Lodgy","Rs. 11,30,099","Diesel","21.04 km/litre","50 litres","8","Manual","Manual","4","Analog","Digital","5","1.8","191","1461 cc","4","Yes","Leather","MUV","Yes","Rear sensors with camera"
"Renault","Lodgy","Rs. 9,64,199","Diesel","21.04 km/litre","50 litres","7","Manual","Manual","4","Analog","Digital","5","1.8","184","1461 cc","4","","Fabric","MUV","Yes",""
"Volkswagen","Vento","Rs. 8,76,500","Petrol","12.1 km/litre","55 litres","5","Manual","Manual","5","Analog","Digital","5","2","193","1598 cc","4","","Fabric","Sedan","Yes","Rear sensors"
"Volkswagen","Vento","Rs. 9,99,900","Petrol","","55 litres","5","Manual","Manual","4","Analog","Digital","5","2","193","1598 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 9,99,900","Petrol","","55 litres","5","Manual","Manual","4","Analog","Digital","5","1.6","223","1598 cc","4","","Fabric","Sedan","Yes","Rear sensors"
"Volkswagen","Vento","Rs. 11,97,500","Petrol","","55 litres","5","Automatic","Manual","4","Analog","Digital","7","1.6","225","1197 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 14,49,500","Petrol","","55 litres","5","Automatic","Manual","4","Analog","Digital","7","2","193","1197 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 9,58,500","Diesel","","55 litres","5","Manual","Manual","4","Analog","Digital","5","2","196","1498 cc","4","","Fabric","Sedan","Yes","Rear sensors"
"Volkswagen","Vento","Rs. 9,99,900","Diesel","","55 litres","5","Manual","Manual","4","Analog","Digital","5","1.6","216","1498 cc","4","","Fabric","Sedan","Yes","Rear sensors"
"Volkswagen","Vento","Rs. 12,10,500","Diesel","","55 litres","5","Manual","Manual","4","Analog","Digital","5","1.6","221","1498 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 13,36,500","Diesel","","55 litres","5","Automatic","Manual","4","Analog","Digital","7","2","193","1498 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 13,17,500","Diesel","","55 litres","5","Automatic","Manual","4","Analog","Digital","5","2","198","1498 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Volkswagen","Vento","Rs. 14,49,500","Diesel","19 km/litre","45 litres","5","Manual","Manual","5","Analog","Digital","5","2","228","1498 cc","4","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Volkswagen","Vento","Rs. 13,17,500","Petrol","17 km/litre","45 litres","5","Automatic","Manual","5","Analog","Digital","7","2.4","200","1197 cc","4","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Mahindra","E2O Plus","Rs. 8,81,425","Electric","80 km/litre","","4","Automatic","Automatic","4","Digital","Analog","","1.6","175","","","","Vinyl","Hatchback","Yes","Rear sensors"
"Mahindra","E2O Plus","Rs. 9,57,177","Electric","80 km/litre","","4","Automatic","Automatic","4","Digital","Analog","","1.6","177","","","Yes","Fabric","Hatchback","Yes","Rear sensors with camera"
"Tata","Tigor Ev","Rs. 9,60,868","Electric","","35 litres","5","Automatic","Manual","5","Yes","Digital","NA","1.6","175","","","Yes","Fabric","Sedan","Yes","Rear sensors"
"Tata","Tigor Ev","Rs. 9,75,868","Electric","","35 litres","5","Automatic","Manual","5","Yes","Digital","NA","2","212","","","Yes","Fabric","Sedan","Yes","Rear sensors"
"Tata","Tigor Ev","Rs. 9,44,175","Electric","","35 litres","5","Automatic","Manual","5","Yes","Digital","NA","2","214","","","Yes","Fabric","Sedan","Yes","Rear sensors"
"Honda","Brv","Rs. 9,52,900","Petrol","12 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","3.5","276","1497 cc","4","","Fabric","SUV","Yes",""
"Honda","Brv","Rs. 10,52,900","Petrol","12 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","2.4","237","1497 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Honda","Brv","Rs. 11,67,900","Petrol","12 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","3.3","262","1497 cc","4","Yes","Leather","SUV","Yes","Rear sensors, Front sensors"
"Honda","Brv","Rs. 12,71,900","Petrol","12 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","2.4","253","1497 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Honda","Brv","Rs. 12,85,900","Petrol","12 km/litre","42 litres","7","Automatic","Manual","5","Analog","Digital","7","3.3","271","1497 cc","4","Yes","Leather","SUV","Yes","Front sensors, Rear sensors"
"Honda","Brv","Rs. 11,87,900","Diesel","16.2 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","1.6","205","1498 cc","4","Yes","Fabric","SUV","Yes","Rear sensors"
"Honda","Brv","Rs. 12,73,900","Diesel","16.2 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","1.6","207","1498 cc","4","Yes","Leather","SUV","Yes","Front sensors, Rear sensors"
"Honda","Brv","Rs. 13,82,900","Diesel","16.2 km/litre","42 litres","7","Manual","Manual","5","Analog","Digital","7","2","209","1498 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Mahindra","Thar","Rs. 9,59,860","Diesel","","60 litres","6","Manual","Manual","3","Analog","","5","2","202","2498 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Thar","Rs. 9,99,148","Diesel","","60 litres","6","Manual","Manual","3","Analog","","5","2.4","230","2498 cc","4","","Leather","SUV","Yes",""
"Mahindra","Thar","Rs. 9,74,860","Diesel","","60 litres","6","Manual","Manual","3","Analog","","5","2.4","260","2498 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 9,99,000","Diesel","14 km/litre","63 litres","7","Manual","Manual","5","Analog","Digital","6","2","262","2596 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 10,75,000","Diesel","14 km/litre","63 litres","5","Manual","Manual","3","Analog","Digital","6","2.4","246","2596 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 12,99,000","Diesel","","63 litres","5","Manual","Manual","3","Yes","Yes","5","6.5","421","2149 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 13,30,000","Diesel","","63 litres","5","Manual","Manual","3","Yes","Yes","5","5.2","361","2149 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 9,75,000","Diesel","14 km/litre","63 litres","7","Manual","Manual","5","Analog","Digital","6","5.2","400","2596 cc","4","","Fabric","SUV","Yes",""
"Force","Gurkha","Rs. 12,25,000","Diesel","14 km/litre","63 litres","5","Manual","Manual","5","Analog","Digital","6","2","274","2596 cc","4","","Fabric","SUV","Yes",""
"Maruti Suzuki","Xl6","Rs. 9,84,689","Petrol","","45 litres","6","Manual","Manual","5","Analog, Digital","Digital","5","3","334","1462 cc","4","Yes","Fabric","MPV","Yes","Rear sensors with camera"
"Maruti Suzuki","Xl6","Rs. 10,41,189","Petrol","","45 litres","6","Manual","Manual","5","Analog, Digital","Digital","5","2","225","1462 cc","4","Yes","Fabric","MPV","Yes","Rear sensors"
"Maruti Suzuki","Xl6","Rs. 10,94,689","Petrol","","45 litres","6","Automatic","Manual","5","Analog, Digital","Digital","5","2","225","1462 cc","4","Yes","Fabric","MPV","Yes","Rear sensors"
"Maruti Suzuki","Xl6","Rs. 11,51,189","Petrol","","45 litres","6","Automatic","Manual","5","Analog, Digital","Digital","5","5","354","1462 cc","4","Yes","Fabric","MPV","Yes","Rear sensors with camera"
"Fiat","Abarth Avventura","Rs. 9,89,219","Petrol","17 km/litre","","5","Manual","Manual","5","Analog","Digital","5","5","347","1368 cc","4","Yes","Leather","Crossover","Yes","Rear sensors"
"Mahindra","Tuv300 Plus","Rs. 9,92,748","Diesel","18.49 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","5","342","2179 cc","3","","Leather","SUV","Yes","Yes"
"Mahindra","Tuv300 Plus","Rs. 10,29,650","Diesel","18.49 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3","285","2179 cc","3","","Leather","SUV","Yes","Yes"
"Mahindra","Tuv300 Plus","Rs. 11,42,157","Diesel","18.49 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3","285","2179 cc","3","","Leather","SUV","Yes","Yes"
"Mahindra","Marazzo","Rs. 9,99,900","Diesel","","45 litres","7","Manual","Manual","5","Yes","Digital","6","3","278","1497 cc","4","","Fabric","MPV","Yes",""
"Mahindra","Marazzo","Rs. 11,56,471","Diesel","","45 litres","7","Manual","Manual","5","Yes","Digital","6","5","345","1497 cc","4","Yes","Fabric","MPV","Yes",""
"Mahindra","Marazzo","Rs. 13,08,592","Diesel","","45 litres","7","Manual","Manual","5","Yes","Digital","6","5","338","1497 cc","4","Yes","Fabric","MPV","Yes","Rear sensors"
"Mahindra","Marazzo","Rs. 14,68,440","Diesel","","45 litres","7","Manual","Manual","5","Analog, Digital","Digital","6","5","331","1497 cc","4","Yes","Leather","MPV","Yes","Rear sensors with camera"
"Mahindra","Marazzo","Rs. 9,99,900","Diesel","","45 litres","8","Manual","Manual","5","Yes","Digital","6","3","283","1497 cc","4","","Fabric","MPV","Yes",""
"Mahindra","Marazzo","Rs. 11,64,569","Diesel","","45 litres","8","Manual","Manual","5","Yes","Digital","6","3","283","1497 cc","4","Yes","Fabric","MPV","Yes",""
"Mahindra","Marazzo","Rs. 13,16,690","Diesel","","45 litres","8","Manual","Manual","5","Yes","Digital","6","3","277","1497 cc","4","Yes","Fabric","MPV","Yes","Rear sensors"
"Mahindra","Marazzo","Rs. 14,76,538","Diesel","","45 litres","8","Manual","Manual","5","Analog, Digital","Digital","6","5","354","1497 cc","4","Yes","Leather","MPV","Yes","Rear sensors with camera"
"Mahindra","Scorpio","Rs. 9,99,994","Diesel","11.5 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","5","347","2523 cc","4","","Vinyl","SUV","Yes",""
"Mahindra","Scorpio","Rs. 12,36,258","Diesel","8.1 km/litre","80 litres","5","Manual","Manual","5","Analog","Digital","5","5","342","2179 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Mahindra","Scorpio","Rs. 11,23,158","Diesel","9.4 km/litre","80 litres","5","Manual","Manual","5","Analog","Digital","5","1.8","129","2179 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
"Mahindra","Scorpio","Rs. 12,20,030","Diesel","11.5 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","2.5","138","2179 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Scorpio","Rs. 13,30,006","Diesel","11.5 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3.5","221","2179 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Scorpio","Rs. 13,60,668","Diesel","11.5 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3.5","239","2179 cc","4","","Fabric","SUV","Yes",""
"Mahindra","Scorpio","Rs. 15,40,081","Diesel","11.5 km/litre","60 litres","9","Manual","Manual","5","Analog","Digital","5","3.5","253","2179 cc","4","Yes","Fabric","SUV","Yes","Rear sensors with camera"
