"Company","Model","Ex-Showroom_Price","Fuel_Type","City_Mileage","Fuel_Tank_Capacity","Seating_Capacity","Type","Handbrake","Doors","Speedometer","Odometer","Gears","Engine_Size","CO2_Emissions","Displacement","Cylinders","Bluetooth","Seats_Material","Body_Type","FM_Radio","Parking_Assistance"
"Skoda","Superb Sportline","Rs. 31,49,599","Diesel","15.1 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Digital","6","1.4","184","1968 cc","4","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Audi","A3","Rs. 30,21,200","Diesel","18 km/litre","50 litres","5","Automatic","Manual","4","Analog","Digital","6","1.4","173","1968 cc","4","Yes","Leather","Sedan","Yes","Rear sensors"
"Audi","A3","Rs. 32,21,200","Diesel","18 km/litre","50 litres","5","Automatic","Manual","4","Analog","Digital","6","1.8","191","1968 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Audi","A3","Rs. 29,20,750","Petrol","12.4 km/litre","50 litres","5","Automatic","Manual","4","Analog","Digital","7","1.8","182","1395 cc","4","Yes","Leather","Sedan","Yes","Rear sensors"
"Audi","A3","Rs. 31,20,750","Petrol","12.4 km/litre","50 litres","5","Automatic","Manual","4","Analog","Digital","7","1.4","184","1395 cc","4","Yes","Leather","Sedan","Yes","Rear sensors"
"","Mercedes-Benz B-Class","Rs. 29,88,311","Petrol","9.5 km/litre","50 litres","5","Automatic","Automatic","5","Analog","Digital","7","1.4","172","1595 cc","4","Yes","Leather","MPV","Yes","Rear sensors with camera"
"","Mercedes-Benz B-Class","Rs. 30,89,851","Diesel","11.5 km/litre","50 litres","5","Automatic","Automatic","5","Analog","Digital","7","1.8","191","2143 cc","4","","Leather","MPV","Yes","Front and rear sensors with camera"
"","Mercedes-Benz B-Class","Rs. 31,98,662","Petrol","9.5 km/litre","50 litres","5","Automatic","Automatic","5","Analog","Digital","7","1.8","182","1595 cc","4","Yes","Leather","MPV","Yes","Rear sensors with camera"
"","Mercedes-Benz B-Class","Rs. 33,03,282","Diesel","11.5 km/litre","50 litres","5","Automatic","Automatic","5","Analog","Digital","7","1.4","191","2143 cc","4","","Leather","MPV","Yes","Front and rear sensors with camera"
"","Mercedes-Benz Cla-Class","Rs. 35,99,000","Petrol","11.04 km/litre","56 litres","5","Automatic","Automatic","4","Analog","Digital","7","1.4","182","1991 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"","Mercedes-Benz Cla-Class","Rs. 31,72,000","Diesel","13.9 km/litre","56 litres","5","Automatic","Automatic","4","Analog","Digital","","1.4","191","2143 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"","Mercedes-Benz Cla-Class","Rs. 36,99,000","Diesel","13.9 km/litre","56 litres","5","Automatic","Automatic","4","Analog","Digital","","1.4","182","2143 cc","4","Yes","Leather","Sedan","Yes","Rear sensors with camera"
"Skoda","Kodiaq","Rs. 32,99,599","Diesel","15.1 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Digital","6","1.2","159","1968 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Skoda","Kodiaq","Rs. 36,78,599","Diesel","15.1 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Digital","6","1.2","159","1968 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Skoda","Kodiaq","Rs. 32,99,599","Diesel","15.1 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Digital","6","5.3","317","1968 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Dc","Avanti","Rs. 34,07,407","Petrol","8 km/litre","60 litres","2","Manual","Manual","2","Analog","Digital","6","5.3","294","2000 cc","4","Yes","Fabric","Coupe","Yes",""
"Audi","Q3","Rs. 36,77,200","Diesel","12 km/litre","64 litres","5","Manual","Manual","5","Analog","Digital","7","5.3","317","1968 cc","4","","Leather","SUV","Yes","Rear sensors with camera"
"Audi","Q3","Rs. 39,92,200","Diesel","12 km/litre","64 litres","5","Automatic","Manual","5","Analog","Digital","7","5.3","294","1968 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Audi","Q3","Rs. 43,61,000","Diesel","12 km/litre","64 litres","5","Automatic","Manual","5","Analog","Digital","7","5.3","317","1968 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Audi","Q3","Rs. 34,96,750","Petrol","12 km/litre","64 litres","5","Automatic","Manual","5","Analog","Digital","7","5.3","294","1395 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mini","Cooper 5 Door","Rs. 36,00,000","Petrol","10.3 km/litre","44 litres","5","Automatic","Automatic","5","","","6","5.3","317","1496 cc","3","Yes","Leather","Hatchback","Yes",""
"Mini","Convertible","Rs. 38,30,000","Petrol","","44 litres","4","Automatic","Automatic","2","Analog","Digital","6","5.3","294","1998 cc","4","Yes","Leather","Convertible","Yes","Rear sensors with camera"
"Volvo","Xc40","Rs. 39,90,000","Diesel","","","5","Automatic","Manual","5","Digital","Digital","8","3.6","283","1969 cc","5","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Volvo","Xc40","Rs. 43,90,000","Diesel","","","5","Automatic","Manual","5","Digital","Digital","8","3.6","290","1969 cc","5","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Volvo","Xc40","Rs. 39,90,000","Petrol","","54 litres","5","Automatic","Automatic","5","Digital","Digital","8","1.4","193","1969 cc","5","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Mini","Clubman","Rs. 41,20,000","Petrol","12.3 km/litre","","5","Manual","Manual","4","Analog","Digital","","1.4","186","1998 cc","4","Yes","Leather","Hatchback","Yes","Rear sensors with camera"
"Audi","A4","Rs. 41,49,000","Petrol","","54 litres","5","DCT","Automatic","4","Digital","Digital","7","1.4","207","1395 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Audi","A4","Rs. 45,07,000","Petrol","","54 litres","5","DCT","Automatic","4","Digital","Digital","7","3.6","237","1395 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Mini","John Cooper Works","Rs. 43,50,000","Petrol","","44 litres","2","Automatic","Automatic","3","Digital","Digital","8","2.4","232","1998 cc","4","Yes","Leather","Sports, Hatchback","Yes","Rear sensors with camera"
"Jaguar","Xe","Rs. 44,98,000","Petrol","","61 litres","5","Automatic","Automatic","4","Analog","Digital","8","2.4","246","1997 cc","4","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Jaguar","Xe","Rs. 44,98,000","Diesel","","56 litres","4","Automatic","Automatic","4","Analog","Digital","8","3.6","242","1999 cc","4","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Jaguar","Xe","Rs. 46,33,000","Diesel","","56 litres","4","Automatic","Automatic","4","Analog","Digital","8","3.6","230","1999 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Jaguar","Xe","Rs. 46,33,000","Petrol","","61 litres","5","Automatic","Automatic","4","Analog","Digital","8","2.4","225","1997 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Jaguar","Xf","Rs. 54,36,329","Petrol","5.7 km/litre","74 litres","5","Automatic","Automatic","4","Analog","Analog","8","2.4","230","1999 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Jaguar","Xf","Rs. 60,73,446","Petrol","5.7 km/litre","82 litres","5","Automatic","Automatic","4","Analog","Analog","8","3.6","242","1999 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Jaguar","Xf","Rs. 61,38,811","Diesel","5.7 km/litre","83 litres","5","Automatic","Automatic","4","Analog","Analog","8","3.6","230","1999 cc","4","Yes","Leather","Sedan","Yes",""
"Jaguar","Xf","Rs. 55,06,622","Diesel","5.7 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Analog","8","5.7","294","1999 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Jaguar","Xf","Rs. 49,77,080","Diesel","5.7 km/litre","66 litres","5","Automatic","Automatic","4","Analog","Analog","8","3.6","251","1999 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Audi","A3 Cabriolet","Rs. 50,38,000","Petrol","19.2 km/litre","50 litres","4","Automatic","Manual","2","Analog","Digital","7","5.7","308","1395 cc","4","Yes","Leather","Convertible","Yes","Rear sensors with camera"
"Audi","A6","Rs. 54,42,200","Petrol","","73 litres","5","Automatic","Automatic","4","Analog","Digital","7","3.6","251","1984 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Audi","A6","Rs. 59,42,200","Petrol","","73 litres","5","Automatic","Automatic","4","Analog","Digital","7","3.6","237","1984 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","X3","Rs. 59,30,000","Diesel","16 km/litre","67 litres","5","Automatic","Automatic","5","Analog","Digital","8","3.6","237","1995 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Bmw","X3","Rs. 58,80,000","Petrol","16 km/litre","67 litres","5","Automatic","Automatic","5","Analog","Digital","8","3.6","222","1998 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Bmw","X3","Rs. 56,00,000","Diesel","16 km/litre","67 litres","5","Automatic","Automatic","5","Analog","Digital","8","6.4","317","1995 cc","4","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Land Rover","Discovery Sport","Rs. 57,06,000","Diesel","","70 litres","7","Automatic","Automatic","5","Analog","Digital","9","3.6","276","1999 cc","4","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Land Rover","Discovery Sport","Rs. 60,89,000","Diesel","","70 litres","7","Automatic","Automatic","5","Analog","Digital","9","3.6","269","1999 cc","4","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Volvo","S90","Rs. 58,90,000","Diesel","11,44 km/litre","","5","Automatic","Manual","4","Analog, Digital","Analog","","2.4","225","1969 cc","4","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Audi","S5","Rs. 72,43,000","Petrol","","58 litres","5","Automatic","Automatic","4","Analog","Digital","7","2.4","230","2995 cc","6","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Bmw","X5","Rs. 73,30,000","Diesel","","","5","Automatic","Automatic","5","Analog","Digital","8","3.6","242","2993 cc","6","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Bmw","X5","Rs. 82,90,000","Diesel","","","5","Automatic","Automatic","5","Analog","Digital","8","3.6","230","2993 cc","6","Yes","Leather","SUV","Yes","Front sensors, Rear sensors"
"Bmw","X5","Rs. 82,90,000","Petrol","","","5","Automatic","Automatic","5","Analog","Digital","8","3.6","258","2998 cc","6","Yes","Leather","SUV","Yes","Front sensors, Rear sensors"
"Ford","Mustang","Rs. 74,62,000","Petrol","10 km/litre","60.9 litres","4","Automatic","Automatic","3","Analog","Digital","6","5.7","301","4951 cc","8","Yes","Leather","Sedan, Coupe","Yes","Front and rear sensors with camera"
"Jeep","Grand Cherokee","Rs. 78,82,867","Diesel","12.8 km/litre","93.5 litres","5","Automatic","Automatic","5","Analog","Digital","","5.7","294","2987 cc","6","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Jeep","Grand Cherokee","Rs. 89,31,819","Diesel","12.8 km/litre","93.5 litres","5","Automatic","Automatic","5","Analog","Digital","","6.4","320","2987 cc","6","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Jeep","Grand Cherokee","Rs. 1,14,00,000","Petrol","12.8 km/litre","93.5 litres","5","Automatic","Automatic","5","Analog","Digital","8","6.4","317","6417 cc","8","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Jeep","Grand Cherokee","Rs. 75,15,000","Petrol","","93.5 litres","5","Automatic","Automatic","5","Analog","Digital","","3.6","258","3604 cc","6","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"","Mercedes-Benz E-Class Cabriolet","Rs. 77,11,338","Petrol","4.5 km/litre","80 litres","4","","Automatic","2","Analog","Analog","","3.6","237","2996 cc","6","Yes","","Convertible","Yes","Front & rear sensors with 360 degree view"
"Bmw","M2 Competition","Rs. 81,80,000","Petrol","12.5-12.7 km/litre","52 litres","4","Automatic","Automatic","2","Analog","Digital","7","5.7","294","2979 cc","6","Yes","Leather","Coupe","Yes","Front and rear sensors with camera"
"Porsche","718","Rs. 89,95,000","Petrol","9 km/litre","54 litres","2","Automatic","Manual","2","Analog","Analog","","3.6","251","1988 cc","4","Yes","Leather","Convertible","Yes","Front and rear sensors with camera"
"Porsche","718","Rs. 85,95,000","Petrol","9 km/litre","54 litres","2","Automatic","Automatic","2","Analog","Digital","","5.7","308","1988 cc","4","Yes","Leather","Coupe","Yes","Front and rear sensors with camera"
"","Mercedes-Benz Gls","Rs. 88,20,000","Diesel","6.5 km/litre","100 litres","5","Automatic","Automatic","4","","","7","3.6","251","2987 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Gls","Rs. 1,91,99,181","Petrol","9 km/litre","80 litres","7","Automatic","Automatic","4","","","7","3.6","237","5461 cc","8","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Gls","Rs. 87,76,900","Petrol","9 km/litre","80 litres","7","Automatic","Automatic","4","Analog","Yes","7","3.6","258","2996 cc","8","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Gls","Rs. 86,90,000","Petrol","9 km/litre","80 litres","7","Automatic","Automatic","4","Analog","Yes","7","3.6","251","2996 cc","8","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Gls","Rs. 86,90,000","Diesel","6.5 km/litre","100 litres","5","Automatic","Automatic","4","Analog","","7","3.6","235","2987 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Toyota","Land Cruiser Prado","Rs. 96,30,000","Diesel","7 km/litre","87 litres","7","Automatic","Manual","5","Analog","Digital","5","3.6","222","2982 cc","4","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Lexus","Rx 450H","Rs. 99,00,000","Petrol","18.8 km/litre","65 litres","5","Automatic","Automatic","4","Analog","Digital","","6.4","317","3456 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Audi","Rs5","Rs. 1,11,41,200","Petrol","","58 litres","4","Automatic","Automatic","2","Analog","Digital","7","2","186","2894 cc","8","Yes","Leather","Coupe","Yes","Front and rear sensors with camera"
"Bmw","7-Series","Rs. 1,22,90,000","Diesel","13.5 km/litre","78 litres","4","Automatic","Automatic","4","Analog, Digital","Digital","8","2.4","198","2993 cc","6","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","7-Series","Rs. 1,32,00,000","Diesel","13.5 km/litre","78 litres","4","Automatic","Automatic","4","Analog","Digital","8","2.4","202","2993 cc","6","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","7-Series","Rs. 1,35,10,000","Diesel","13.5 km/litre","78 litres","4","Automatic","Automatic","4","Analog","Digital","8","2","198","2993 cc","6","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","7-Series","Rs. 1,35,10,000","Petrol","","78 litres","4","Automatic","Automatic","4","Analog","Digital","8","2","195","2998 cc","6","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","7-Series","Rs. 1,65,00,000","Hybrid","","46 litres","4","Automatic","Automatic","4","Analog","Digital","8","2.4","212","2998 cc","6","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Bmw","7-Series","Rs. 2,42,50,000","Petrol","","78 litres","4","Automatic","Automatic","4","Analog","Digital","8","2.4","202","6592 cc","12","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Audi","Q8","Rs. 1,33,59,500","Petrol","","85 litres","7","Automatic","Automatic","5","Analog, Digital","Digital","8","1.4","168","2995 cc","4","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz S-Class","Rs. 1,35,58,438","Diesel","9 km/litre","90 litres","5","Automatic","Automatic","4","Analog","Digital","7","1.4","168","2987 cc","6","Yes","Fabric","Sedan","Yes","Front and rear sensors with camera"
"","Mercedes-Benz S-Class","Rs. 1,39,76,653","Petrol","5.4 km/litre","70 litres","5","Automatic","Automatic","4","Analog","Digital","7","5.7","331","2996 cc","6","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"","Mercedes-Benz S-Class","Rs. 2,55,00,000","Petrol","5.4 km/litre","80 litres","4","Automatic","Automatic","2","Analog","Digital","7","3.6","278","3982 cc","8","Yes","Leather","Coupe","Yes","Front & rear sensors with 360 degree view"
"Maserati","Levante","Rs. 1,45,12,054","Diesel","5.2 km/litre","80 litres","4","Automatic","Automatic","4","Analog","Digital","6","3.6","250","2987 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Maserati","Levante","Rs. 1,48,63,774","Diesel","5.2 km/litre","80 litres","4","Automatic","Automatic","5","Analog","Digital","6","3.6","271","2979 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Maserati","Levante","Rs. 1,53,83,399","Diesel","5.2 km/litre","80 litres","4","Automatic","Automatic","5","Analog","Digital","6","3.6","264","2979 cc","6","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz G-Class","Rs. 2,18,75,136","Petrol","","96 litres","7","Automatic","Automatic","5","Analog","Digital","9","2.4","255","3982 cc","8","Yes","Leather","SUV","Yes","Rear sensors with camera"
"","Mercedes-Benz G-Class","Rs. 1,50,00,000","Diesel","","100 litres","7","Automatic","Automatic","5","Analog","Digital","9","3.6","285","2925 cc","6","Yes","Leather","SUV","Yes","Rear sensors with camera"
"Audi","A8 L","Rs. 1,56,00,000","Petrol","","82 litres","4","Automatic","Automatic","4","Analog, Digital","Digital","8","3.6","276","2995 cc","8","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Maserati","Granturismo","Rs. 1,72,29,579","Petrol","4.6 km/litre","86 litres","4","Automatic","Automatic","2","Analog","Digital","6","3.6","259","4691 cc","8","Yes","Leather","Coupe","Yes","Yes"
"Maserati","Quattroporte","Rs. 1,79,00,000","Diesel","5.2 km/litre","70 litres","4","Automatic","Automatic","4","Analog","Digital","6","1.4","179","2987 cc","6","Yes","Leather","Sports","Yes","Front and rear sensors with camera"
"Lexus","Lc 500H","Rs. 1,96,00,000","Hybrid","","82 litres","4","Automatic","Automatic","2","Digital","Digital","","1.4","179","3456 cc","6","Yes","Leather","Coupe","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Maybach","Rs. 2,73,08,312","Petrol","","80 litres","4","Automatic","Automatic","4","Analog","Digital","7","1.4","182","5980 cc","12","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz Maybach","Rs. 1,98,90,000","Petrol","7.81 km/litre","80 litres","4","Automatic","Automatic","4","Analog","Digital","9","1.4","166","4663 cc","8","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"Porsche","Panamera","Rs. 2,12,63,000","Petrol","7.1 km/litre","90 litres","4","Automatic","Automatic","4","Analog","Digital","7","1.4","179","3996 cc","8","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Porsche","Panamera","Rs. 2,26,13,000","Petrol","7.1 km/litre","90 litres","4","Automatic","Automatic","4","Analog","Digital","7","1.4","182","3996 cc","8","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Porsche","Panamera","Rs. 2,17,47,000","Petrol","7.1 km/litre","90 litres","4","Automatic","Automatic","4","Analog","Digital","7","1.4","156","3996 cc","8","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"Lexus","Lx 450D","Rs. 2,32,90,000","Diesel","18 km/litre","93 litres","7","Automatic","Automatic","4","Analog","Digital","6","1.4","179","4461 cc","","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"","Mercedes-Benz S-Class Cabriolet","Rs. 2,34,91,293","Petrol","5.4 km/litre","80 litres","4","Automatic","Automatic","2","Analog","Digital","","1.4","200","4663 cc","8","Yes","Leather","Convertible","Yes","Front and rear sensors with camera"
"Audi","R8","Rs. 2,72,45,000","Petrol","7.8 km/litre","75 litres","2","Automatic","Manual","2","Analog","Digital","7","1.4","193","5204 cc","10","Yes","Leather","Coupe","Yes","Rear sensors"
"Lamborghini","Urus","Rs. 3,00,00,000","Petrol","","75 litres","5","Automatic","Automatic","5","Digital","Yes","","2","138","3996 cc","8","Yes","Leather","SUV","Yes","Front & rear sensors with 360 degree view"
"Bentley","Continental Gt","Rs. 3,37,91,059","Petrol","5.3 km/litre","90 litres","4","Automatic","Automatic","2","Analog","Digital","8","4.6","373","5998 cc","12","Yes","Leather","Coupe","Yes","Front and rear sensors with camera"
"Ferrari","Portofino","Rs. 3,50,00,000","Petrol","6 km/litre","92 litres","2","Automatic","Automatic","2","Analog","Digital","7","4.6","350","3855 cc","8","Yes","Leather","Convertible","Yes","Front and rear sensors with camera"
"Bentley","Bentayga","Rs. 4,59,41,557","Petrol","9,6 km/litre","85 litres","5","Automatic","Automatic","5","Digital","Digital","8","5.4","396","5950 cc","12","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Bentley","Bentayga","Rs. 3,75,42,069","Petrol","","85 litres","5","Automatic","Automatic","5","Digital","Digital","8","5.4","360","3996 cc","12","Yes","Leather","SUV","Yes","Front and rear sensors with camera"
"Aston Martin","Db 11","Rs. 4,04,56,503","Petrol","6 km/litre","80 litres","2","Automatic","Automatic","2","Digital","Digital","","4.6","386","5198 cc","12","Yes","Leather","Coupe","Yes","Front & rear sensors with 360 degree view"
"Ferrari","458 Speciale","Rs. 4,25,31,500","Petrol","6 km/litre","86 litres","2","Automatic","Automatic","2","Analog","Digital","7","4.6","368","4497 cc","8","Yes","Leather","Coupe","Yes","Front & rear sensors with 360 degree view"
"","Rolls-Royce Ghost Series Ii","Rs. 4,67,09,733","Petrol","10.5 km/litre","82.5 litres","5","Automatic","Automatic","4","Analog","Digital","8","6.8","488","6593 cc","12","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"","Rolls-Royce Ghost Series Ii","Rs. 5,32,47,201","Petrol","","82.5 litres","5","Automatic","Automatic","4","Analog","Digital","8","5.4","421","6592 cc","12","Yes","Leather","Sedan","Yes","Front & rear sensors with 360 degree view"
"","Rolls-Royce Wraith","Rs. 5,00,25,840","Petrol","4.7 km/litre","83 litres","4","Automatic","Automatic","2","","Digital","8","5.4","382","6592 cc","12","Yes","Leather","Coupe","Yes","Front and rear sensors with camera"
"Bentley","Mulsanne","Rs. 5,25,71,294","Petrol","6.2 km/litre","90 litres","4","Automatic","Automatic","4","Analog","Digital","8","2","225","6752 cc","8","Yes","Leather","Sedan","Yes","Front and rear sensors with camera"
"","Rolls-Royce Cullinan","Rs. 6,95,00,000","Petrol","","","5","Automatic","Automatic","5","","","8","3.5","248","6750 cc","12","","","SUV","Yes",""
"","Rolls-Royce Phantom Coupe","Rs. 7,73,12,661","Petrol","10.2 km/litre","100 litres","4","Automatic","Automatic","2","Analog","Digital","8","3.5","264","6749 cc","12","Yes","Leather","Coupe","Yes","Front & rear sensors with 360 degree view"
"Bugatti","Chiron","Rs. 19,21,42,937","Petrol","","","2","Automatic","Automatic","2","Digital","Digital","7","3.7","281","7993 cc","16","Yes","Leather","Sports","Yes","Front & rear sensors with 360 degree view"
"Bugatti","Chiron","Rs. 21,21,55,397","Petrol","","","2","Automatic","Automatic","2","Digital","Digital","7 Dual Clutch","1.6","209","7993 cc","16","Yes","Leather","Sports","Yes","Front & rear sensors with 360 degree view"
"Bajaj","Qute (Re60)","Rs. 2,63,000","Petrol","","","4","Manual","Manual","4","Yes","Yes","5","2","221","216 cc","","","Fabric","Hatchback","No",""
"Bajaj","Qute (Re60)","Rs. 2,83,000","CNG","","","4","Manual","Manual","4","Yes","Yes","5","2.5","216","216 cc","","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 2,94,800","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","1.6","214","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 2,99,900","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","2","230","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 3,52,900","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","5.4","368","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 3,57,200","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","5.4","346","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 3,76,100","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","2","235","796 cc","3","Yes","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","Alto","Rs. 4,05,570","CNG + Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","299","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 4,09,190","CNG + Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","274","796 cc","3","","Fabric","Hatchback","No",""
"Maruti Suzuki","Alto","Rs. 3,89,600","Petrol","","35 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","254","796 cc","3","Yes","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 3,70,500","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","288","998 cc","3","","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 3,76,500","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","267","998 cc","3","","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,09,000","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","292","998 cc","3","","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,15,000","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","294","998 cc","3","","Fabric","Hatchback","No","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,32,500","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","6.2","366","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,38,500","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","3.5","317","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,75,500","Petrol","","27 litres","5","AMT","Manual","5","Analog","Digital","5","3.5","308","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,56,000","Petrol","","27 litres","5","Manual","Manual","5","Analog","Digital","5","6.2","402","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,81,500","Petrol","","27 litres","5","AMT","Manual","5","Analog","Digital","5","3.7","283","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","S-Presso","Rs. 4,99,000","Petrol","","27 litres","5","AMT","Manual","5","Digital","Digital","5","3.7","264","998 cc","3","Yes","Fabric","Hatchback","Yes","Rear sensors"
"Maruti Suzuki","Celerio","Rs. 4,26,289","Petrol","23 km/litre","35 litres","5","Manual","Manual","5","Analog","Digital","5","3.7","283","998 cc","3","","Fabric","Hatchback","Yes",""
